Go Id,contig
GO:0005839,"vpl_contig_29975
"
GO:0005839,"vpl_contig_44005
"
GO:0005840,"vpl_contig_13546
"
GO:0005840,"vpl_contig_13751
"
GO:0005840,"vpl_contig_1531
"
GO:0005840,"vpl_contig_1738
"
GO:0005840,"vpl_contig_19340
"
GO:0005840,"vpl_contig_22116
"
GO:0005840,"vpl_contig_26920
"
GO:0005840,"vpl_contig_37396
"
GO:0005840,"vpl_contig_41450
"
GO:0005840,"vpl_contig_42870
"
GO:0005840,"vpl_contig_43856
"
GO:0005840,"vpl_contig_46844
"
GO:0005840,"vpl_contig_57264
"
GO:0005840,"vpl_contig_6338
"
GO:0005840,"vpl_contig_67779
"
GO:0005856,"vpl_contig_13302
"
GO:0005874,"vpl_contig_16553
"
GO:0005874,"vpl_contig_19026
"
GO:0005874,"vpl_contig_23748
"
GO:0005876,"vpl_contig_24759
"
GO:0005876,"vpl_contig_5474
"
GO:0005876,"vpl_contig_55450
"
GO:0005876,"vpl_contig_77432
"
GO:0005886,"vpl_contig_10053
"
GO:0005886,"vpl_contig_107914
"
GO:0005886,"vpl_contig_10905
"
GO:0005886,"vpl_contig_10906
"
GO:0005886,"vpl_contig_11405
"
GO:0005886,"vpl_contig_11431
"
GO:0005886,"vpl_contig_11490
"
GO:0005886,"vpl_contig_11797
"
GO:0005886,"vpl_contig_12061
"
GO:0005886,"vpl_contig_121671
"
GO:0005886,"vpl_contig_12513
"
GO:0005886,"vpl_contig_13774
"
GO:0005886,"vpl_contig_14139
"
GO:0005886,"vpl_contig_14827
"
GO:0005886,"vpl_contig_15270
"
GO:0005886,"vpl_contig_16559
"
GO:0005886,"vpl_contig_17036
"
GO:0005886,"vpl_contig_17837
"
GO:0005886,"vpl_contig_18779
"
GO:0005886,"vpl_contig_1947
"
GO:0005886,"vpl_contig_2035
"
GO:0005886,"vpl_contig_20513
"
GO:0005886,"vpl_contig_22361
"
GO:0005886,"vpl_contig_22693
"
GO:0005886,"vpl_contig_23606
"
GO:0005886,"vpl_contig_23619
"
GO:0005886,"vpl_contig_23917
"
GO:0005886,"vpl_contig_24221
"
GO:0005886,"vpl_contig_24898
"
GO:0005886,"vpl_contig_27265
"
GO:0005886,"vpl_contig_27328
"
GO:0005886,"vpl_contig_27457
"
GO:0005886,"vpl_contig_28794
"
GO:0005886,"vpl_contig_31388
"
GO:0005886,"vpl_contig_31486
"
GO:0005886,"vpl_contig_32206
"
GO:0005886,"vpl_contig_32408
"
GO:0005886,"vpl_contig_34128
"
GO:0005886,"vpl_contig_35249
"
GO:0005886,"vpl_contig_36221
"
GO:0005886,"vpl_contig_36636
"
GO:0005886,"vpl_contig_36637
"
GO:0005886,"vpl_contig_37209
"
GO:0005886,"vpl_contig_37395
"
GO:0005886,"vpl_contig_37897
"
GO:0005886,"vpl_contig_37986
"
GO:0005886,"vpl_contig_37987
"
GO:0005886,"vpl_contig_38017
"
GO:0005886,"vpl_contig_4053
"
GO:0005886,"vpl_contig_44803
"
GO:0005886,"vpl_contig_44804
"
GO:0005886,"vpl_contig_50027
"
GO:0005886,"vpl_contig_50028
"
GO:0005886,"vpl_contig_50138
"
GO:0005886,"vpl_contig_50275
"
GO:0005886,"vpl_contig_50304
"
GO:0005886,"vpl_contig_50514
"
GO:0005886,"vpl_contig_50515
"
GO:0005886,"vpl_contig_51990
"
GO:0005886,"vpl_contig_5579
"
GO:0005886,"vpl_contig_5655
"
GO:0005886,"vpl_contig_57067
"
GO:0005886,"vpl_contig_57737
"
GO:0005886,"vpl_contig_57967
"
GO:0005886,"vpl_contig_6105
"
GO:0005886,"vpl_contig_61073
"
GO:0005886,"vpl_contig_62234
"
GO:0005886,"vpl_contig_68562
"
GO:0005886,"vpl_contig_72540
"
GO:0005886,"vpl_contig_73022
"
GO:0005886,"vpl_contig_7503
"
GO:0005886,"vpl_contig_76050
"
GO:0005886,"vpl_contig_79965
"
GO:0005886,"vpl_contig_80511
"
GO:0005886,"vpl_contig_82495
"
GO:0005886,"vpl_contig_88551
"
GO:0005886,"vpl_contig_9074
"
GO:0005886,"vpl_contig_9075
"
GO:0005886,"vpl_contig_91856
"
GO:0005886,"vpl_contig_92691
"
GO:0005887,"vpl_contig_22460
"
GO:0005887,"vpl_contig_2383
"
GO:0005887,"vpl_contig_39969
"
GO:0005887,"vpl_contig_54887
"
GO:0005887,"vpl_contig_7474
"
GO:0005960,"vpl_contig_8994
"
GO:0005960,"vpl_contig_8995
"
GO:0005971,"vpl_contig_49360
"
GO:0005975,"vpl_contig_13761
"
GO:0005975,"vpl_contig_18844
"
GO:0005975,"vpl_contig_21575
"
GO:0005975,"vpl_contig_22340
"
GO:0005975,"vpl_contig_29221
"
GO:0005975,"vpl_contig_32550
"
GO:0005975,"vpl_contig_38659
"
GO:0005975,"vpl_contig_48351
"
GO:0005975,"vpl_contig_5922
"
GO:0005975,"vpl_contig_63038
"
GO:0005975,"vpl_contig_67976
"
GO:0005975,"vpl_contig_7800
"
GO:0005975,"vpl_contig_85852
"
GO:0005978,"vpl_contig_42514
"
GO:0005978,"vpl_contig_42515
"
GO:0005982,"vpl_contig_1934
"
GO:0005982,"vpl_contig_48057
"
GO:0005983,"vpl_contig_19267
"
GO:0005983,"vpl_contig_55311
"
GO:0005985,"vpl_contig_65975
"
GO:0006007,"vpl_contig_1307
"
GO:0006007,"vpl_contig_13645
"
GO:0006007,"vpl_contig_79912
"
GO:0006011,"vpl_contig_45300
"
GO:0006012,"vpl_contig_16865
"
GO:0006012,"vpl_contig_43521
"
GO:0006012,"vpl_contig_45845
"
GO:0006013,"vpl_contig_48351
"
GO:0006013,"vpl_contig_63038
"
GO:0006024,"vpl_contig_7800
"
GO:0006073,"vpl_contig_22340
"
GO:0006094,"vpl_contig_67134
"
GO:0006096,"vpl_contig_15188
"
GO:0006096,"vpl_contig_23875
"
GO:0006096,"vpl_contig_26428
"
GO:0006096,"vpl_contig_4652
"
GO:0006098,"vpl_contig_39544
"
GO:0006099,"vpl_contig_10406
"
GO:0006099,"vpl_contig_10407
"
GO:0006139,"vpl_contig_25761
"
GO:0006139,"vpl_contig_40198
"
GO:0006139,"vpl_contig_73922
"
GO:0006167,"vpl_contig_18791
"
GO:0006171,"vpl_contig_17355
"
GO:0006260,"vpl_contig_24745
"
GO:0006260,"vpl_contig_78858
"
GO:0006270,"vpl_contig_78858
"
GO:0006275,"vpl_contig_46888
"
GO:0006275,"vpl_contig_46889
"
GO:0006275,"vpl_contig_46890
"
GO:0006275,"vpl_contig_78858
"
GO:0006278,"vpl_contig_10050
"
GO:0006278,"vpl_contig_111978
"
GO:0006278,"vpl_contig_116686
"
GO:0006278,"vpl_contig_12318
"
GO:0006278,"vpl_contig_12488
"
GO:0006278,"vpl_contig_132961
"
GO:0006278,"vpl_contig_13343
"
GO:0006278,"vpl_contig_16436
"
GO:0006278,"vpl_contig_18270
"
GO:0006278,"vpl_contig_21744
"
GO:0006278,"vpl_contig_23171
"
GO:0006278,"vpl_contig_23680
"
GO:0006278,"vpl_contig_29986
"
GO:0006278,"vpl_contig_3693
"
GO:0006278,"vpl_contig_38071
"
GO:0006278,"vpl_contig_40909
"
GO:0006278,"vpl_contig_42379
"
GO:0006278,"vpl_contig_45146
"
GO:0006278,"vpl_contig_47751
"
GO:0006278,"vpl_contig_48676
"
GO:0006278,"vpl_contig_49705
"
GO:0006278,"vpl_contig_51955
"
GO:0006278,"vpl_contig_52642
"
GO:0006278,"vpl_contig_52896
"
GO:0006278,"vpl_contig_53899
"
GO:0006278,"vpl_contig_57941
"
GO:0006278,"vpl_contig_60723
"
GO:0006278,"vpl_contig_60982
"
GO:0006278,"vpl_contig_61996
"
GO:0006278,"vpl_contig_65383
"
GO:0006278,"vpl_contig_69991
"
GO:0006278,"vpl_contig_70516
"
GO:0006278,"vpl_contig_71302
"
GO:0006278,"vpl_contig_72543
"
GO:0006278,"vpl_contig_7455
"
GO:0006278,"vpl_contig_75756
"
GO:0006278,"vpl_contig_78809
"
GO:0006278,"vpl_contig_84189
"
GO:0006278,"vpl_contig_88908
"
GO:0006278,"vpl_contig_92388
"
GO:0006278,"vpl_contig_94850
"
GO:0006278,"vpl_contig_96276
"
GO:0006278,"vpl_contig_96318
"
GO:0006278,"vpl_contig_97638
"
GO:0006281,"vpl_contig_100003
"
GO:0006281,"vpl_contig_110925
"
GO:0006281,"vpl_contig_14164
"
GO:0006281,"vpl_contig_20803
"
GO:0006281,"vpl_contig_21854
"
GO:0006281,"vpl_contig_28253
"
GO:0006281,"vpl_contig_30428
"
GO:0006281,"vpl_contig_32678
"
GO:0006281,"vpl_contig_36259
"
GO:0006281,"vpl_contig_41008
"
GO:0006281,"vpl_contig_46117
"
GO:0006281,"vpl_contig_55683
"
GO:0006281,"vpl_contig_57143
"
GO:0006281,"vpl_contig_57347
"
GO:0006281,"vpl_contig_58161
"
GO:0006281,"vpl_contig_73922
"
GO:0006281,"vpl_contig_80095
"
GO:0006281,"vpl_contig_88265
"
GO:0006281,"vpl_contig_88448
"
GO:0006281,"vpl_contig_95742
"
GO:0006284,"vpl_contig_29879
"
GO:0006284,"vpl_contig_55683
"
GO:0006284,"vpl_contig_63448
"
GO:0006284,"vpl_contig_73922
"
GO:0006289,"vpl_contig_23587
"
GO:0006302,"vpl_contig_13316
"
GO:0006302,"vpl_contig_98006
"
GO:0006306,"vpl_contig_104423
"
GO:0006306,"vpl_contig_18046
"
GO:0006306,"vpl_contig_78858
"
GO:0006310,"vpl_contig_111978
"
GO:0006310,"vpl_contig_21744
"
GO:0006310,"vpl_contig_23171
"
GO:0006310,"vpl_contig_30759
"
GO:0006310,"vpl_contig_32005
"
GO:0006310,"vpl_contig_37554
"
GO:0006310,"vpl_contig_45354
"
GO:0006310,"vpl_contig_63092
"
GO:0006310,"vpl_contig_71302
"
GO:0006310,"vpl_contig_74666
"
GO:0006310,"vpl_contig_91411
"
GO:0006310,"vpl_contig_96532
"
GO:0006312,"vpl_contig_29040
"
GO:0006325,"vpl_contig_43439
"
GO:0006333,"vpl_contig_13012
"
GO:0006338,"vpl_contig_55387
"
GO:0006342,"vpl_contig_104423
"
GO:0006342,"vpl_contig_18046
"
GO:0006342,"vpl_contig_67134
"
GO:0006346,"vpl_contig_104423
"
GO:0006351,"vpl_contig_114072
"
GO:0006351,"vpl_contig_12318
"
GO:0006351,"vpl_contig_15204
"
GO:0006351,"vpl_contig_16368
"
GO:0006351,"vpl_contig_19368
"
GO:0006351,"vpl_contig_32125
"
GO:0006351,"vpl_contig_33116
"
GO:0006351,"vpl_contig_44735
"
GO:0006351,"vpl_contig_45407
"
GO:0006351,"vpl_contig_51673
"
GO:0006351,"vpl_contig_60535
"
GO:0006351,"vpl_contig_64292
"
GO:0006351,"vpl_contig_64293
"
GO:0006351,"vpl_contig_66811
"
GO:0006351,"vpl_contig_74367
"
GO:0006351,"vpl_contig_75722
"
GO:0006351,"vpl_contig_7865
"
GO:0006351,"vpl_contig_8819
"
GO:0006351,"vpl_contig_93894
"
GO:0006351,"vpl_contig_9521
"
GO:0006353,"vpl_contig_30271
"
GO:0006353,"vpl_contig_42526
"
GO:0006354,"vpl_contig_104423
"
GO:0006354,"vpl_contig_19396
"
GO:0006354,"vpl_contig_24386
"
GO:0006355,"vpl_contig_102605
"
GO:0006355,"vpl_contig_110925
"
GO:0006355,"vpl_contig_114072
"
GO:0006355,"vpl_contig_12318
"
GO:0006355,"vpl_contig_13745
"
GO:0006355,"vpl_contig_15204
"
GO:0006355,"vpl_contig_16368
"
GO:0006355,"vpl_contig_18046
"
GO:0006355,"vpl_contig_19368
"
GO:0006355,"vpl_contig_21253
"
GO:0006355,"vpl_contig_23825
"
GO:0006355,"vpl_contig_24614
"
GO:0006355,"vpl_contig_2764
"
GO:0006355,"vpl_contig_28265
"
GO:0006355,"vpl_contig_28964
"
GO:0006355,"vpl_contig_29729
"
GO:0006355,"vpl_contig_29948
"
GO:0006355,"vpl_contig_31058
"
GO:0006355,"vpl_contig_32125
"
GO:0006355,"vpl_contig_32217
"
GO:0006355,"vpl_contig_32945
"
GO:0006355,"vpl_contig_36259
"
GO:0006355,"vpl_contig_40150
"
GO:0006355,"vpl_contig_40430
"
GO:0006355,"vpl_contig_40639
"
GO:0006355,"vpl_contig_41008
"
GO:0006355,"vpl_contig_44735
"
GO:0006355,"vpl_contig_45407
"
GO:0006355,"vpl_contig_45887
"
GO:0006355,"vpl_contig_47587
"
GO:0006355,"vpl_contig_52072
"
GO:0006355,"vpl_contig_53695
"
GO:0006355,"vpl_contig_5533
"
GO:0006355,"vpl_contig_5579
"
GO:0006355,"vpl_contig_55795
"
GO:0006355,"vpl_contig_56355
"
GO:0006355,"vpl_contig_58161
"
GO:0006355,"vpl_contig_58207
"
GO:0006355,"vpl_contig_58211
"
GO:0006355,"vpl_contig_60535
"
GO:0006355,"vpl_contig_60855
"
GO:0006355,"vpl_contig_63448
"
GO:0006355,"vpl_contig_63714
"
GO:0006355,"vpl_contig_64292
"
GO:0006355,"vpl_contig_64293
"
GO:0006355,"vpl_contig_65645
"
GO:0006355,"vpl_contig_66238
"
GO:0006355,"vpl_contig_74367
"
GO:0006355,"vpl_contig_75722
"
GO:0006355,"vpl_contig_7865
"
GO:0006355,"vpl_contig_79300
"
GO:0006355,"vpl_contig_88265
"
GO:0006355,"vpl_contig_90486
"
GO:0006355,"vpl_contig_91167
"
GO:0006355,"vpl_contig_91662
"
GO:0006355,"vpl_contig_93894
"
GO:0006355,"vpl_contig_9516
"
GO:0006355,"vpl_contig_9521
"
GO:0006357,"vpl_contig_116106
"
GO:0006366,"vpl_contig_31058
"
GO:0006366,"vpl_contig_99215
"
GO:0006368,"vpl_contig_44096
"
GO:0006368,"vpl_contig_73503
"
GO:0006396,"vpl_contig_19072
"
GO:0006396,"vpl_contig_37010
"
GO:0006396,"vpl_contig_40002
"
GO:0006396,"vpl_contig_44318
"
GO:0006396,"vpl_contig_48700
"
GO:0006396,"vpl_contig_7073
"
GO:0006396,"vpl_contig_7888
"
GO:0006400,"vpl_contig_67206
"
GO:0006406,"vpl_contig_2941
"
GO:0006406,"vpl_contig_517
"
GO:0006412,"vpl_contig_13546
"
GO:0006412,"vpl_contig_13654
"
GO:0006412,"vpl_contig_13751
"
GO:0006412,"vpl_contig_19340
"
GO:0006412,"vpl_contig_19424
"
GO:0006412,"vpl_contig_2072
"
GO:0006412,"vpl_contig_26920
"
GO:0006412,"vpl_contig_41450
"
GO:0006412,"vpl_contig_53979
"
GO:0006412,"vpl_contig_57264
"
GO:0006412,"vpl_contig_68100
"
GO:0006413,"vpl_contig_10958
"
GO:0006413,"vpl_contig_10959
"
GO:0006413,"vpl_contig_27974
"
GO:0006413,"vpl_contig_44588
"
GO:0006413,"vpl_contig_55080
"
GO:0006413,"vpl_contig_66169
"
GO:0006413,"vpl_contig_77482
"
GO:0006414,"vpl_contig_12927
"
GO:0006414,"vpl_contig_32240
"
GO:0006414,"vpl_contig_34156
"
GO:0006414,"vpl_contig_55023
"
GO:0006417,"vpl_contig_47819
"
GO:0006418,"vpl_contig_106060
"
GO:0006419,"vpl_contig_31729
"
GO:0006419,"vpl_contig_45837
"
GO:0006419,"vpl_contig_48985
"
GO:0006419,"vpl_contig_69297
"
GO:0006457,"vpl_contig_12326
"
GO:0006457,"vpl_contig_12352
"
GO:0006457,"vpl_contig_28386
"
GO:0006457,"vpl_contig_31388
"
GO:0006457,"vpl_contig_31770
"
GO:0006457,"vpl_contig_4755
"
GO:0006457,"vpl_contig_61691
"
GO:0006468,"vpl_contig_101276
"
GO:0006468,"vpl_contig_10361
"
GO:0006468,"vpl_contig_12956
"
GO:0006468,"vpl_contig_15836
"
GO:0006468,"vpl_contig_15837
"
GO:0006468,"vpl_contig_17036
"
GO:0006468,"vpl_contig_20622
"
GO:0006468,"vpl_contig_22072
"
GO:0006468,"vpl_contig_2269
"
GO:0006468,"vpl_contig_24319
"
GO:0006468,"vpl_contig_26895
"
GO:0006468,"vpl_contig_27265
"
GO:0006468,"vpl_contig_27612
"
GO:0006468,"vpl_contig_29262
"
GO:0006468,"vpl_contig_29270
"
GO:0006468,"vpl_contig_29559
"
GO:0006468,"vpl_contig_30332
"
GO:0006468,"vpl_contig_33268
"
GO:0006468,"vpl_contig_37209
"
GO:0006468,"vpl_contig_41863
"
GO:0006468,"vpl_contig_45755
"
GO:0006468,"vpl_contig_46932
"
GO:0006468,"vpl_contig_47636
"
GO:0006468,"vpl_contig_49148
"
GO:0006468,"vpl_contig_49302
"
GO:0006468,"vpl_contig_50514
"
GO:0006468,"vpl_contig_50515
"
GO:0006468,"vpl_contig_53919
"
GO:0006468,"vpl_contig_55210
"
GO:0006468,"vpl_contig_58901
"
GO:0006468,"vpl_contig_59178
"
GO:0006468,"vpl_contig_6231
"
GO:0006468,"vpl_contig_63073
"
GO:0006468,"vpl_contig_65981
"
GO:0006468,"vpl_contig_73173
"
GO:0006468,"vpl_contig_75310
"
GO:0006468,"vpl_contig_76873
"
GO:0006468,"vpl_contig_79912
"
GO:0006468,"vpl_contig_7999
"
GO:0006468,"vpl_contig_91209
"
GO:0006470,"vpl_contig_2488
"
GO:0006470,"vpl_contig_2494
"
GO:0006470,"vpl_contig_26895
"
GO:0006470,"vpl_contig_28117
"
GO:0006470,"vpl_contig_611
"
GO:0006486,"vpl_contig_17659
"
GO:0006486,"vpl_contig_19471
"
GO:0006486,"vpl_contig_25135
"
GO:0006486,"vpl_contig_32347
"
GO:0006487,"vpl_contig_10894
"
GO:0006487,"vpl_contig_18129
"
GO:0006491,"vpl_contig_55908
"
GO:0006499,"vpl_contig_18776
"
GO:0006499,"vpl_contig_23875
"
GO:0006499,"vpl_contig_4652
"
GO:0006499,"vpl_contig_52404
"
GO:0006499,"vpl_contig_7928
"
GO:0006506,"vpl_contig_46932
"
GO:0006508,"vpl_contig_106787
"
GO:0006508,"vpl_contig_116106
"
GO:0006508,"vpl_contig_12785
"
GO:0006508,"vpl_contig_12856
"
GO:0006508,"vpl_contig_12879
"
GO:0006508,"vpl_contig_12931
"
GO:0006508,"vpl_contig_137299
"
GO:0006508,"vpl_contig_15313
"
GO:0006508,"vpl_contig_1656
"
GO:0006508,"vpl_contig_18242
"
GO:0006508,"vpl_contig_22116
"
GO:0006508,"vpl_contig_24833
"
GO:0006508,"vpl_contig_24978
"
GO:0006508,"vpl_contig_28072
"
GO:0006508,"vpl_contig_2906
"
GO:0006508,"vpl_contig_30142
"
GO:0006508,"vpl_contig_33790
"
GO:0006508,"vpl_contig_39974
"
GO:0006508,"vpl_contig_40521
"
GO:0006508,"vpl_contig_42870
"
GO:0006508,"vpl_contig_46603
"
GO:0006508,"vpl_contig_47899
"
GO:0006508,"vpl_contig_49179
"
GO:0006508,"vpl_contig_4938
"
GO:0006508,"vpl_contig_51955
"
GO:0006508,"vpl_contig_52834
"
GO:0006508,"vpl_contig_55000
"
GO:0006508,"vpl_contig_55837
"
GO:0006508,"vpl_contig_57108
"
GO:0006508,"vpl_contig_57941
"
GO:0006508,"vpl_contig_59863
"
GO:0006508,"vpl_contig_59947
"
GO:0006508,"vpl_contig_60500
"
GO:0006508,"vpl_contig_61692
"
GO:0006508,"vpl_contig_63736
"
GO:0006508,"vpl_contig_66823
"
GO:0006508,"vpl_contig_69904
"
GO:0006508,"vpl_contig_7041
"
GO:0006508,"vpl_contig_75756
"
GO:0006508,"vpl_contig_76270
"
GO:0006508,"vpl_contig_77500
"
GO:0006508,"vpl_contig_78255
"
GO:0006508,"vpl_contig_80271
"
GO:0006508,"vpl_contig_87355
"
GO:0006508,"vpl_contig_8837
"
GO:0006508,"vpl_contig_9558
"
GO:0006511,"vpl_contig_12856
"
GO:0006511,"vpl_contig_23875
"
GO:0006511,"vpl_contig_7455
"
GO:0006511,"vpl_contig_86979
"
GO:0006513,"vpl_contig_28749
"
GO:0006520,"vpl_contig_67976
"
GO:0006526,"vpl_contig_28661
"
GO:0006526,"vpl_contig_38853
"
GO:0006545,"vpl_contig_22313
"
GO:0006545,"vpl_contig_40439
"
GO:0006545,"vpl_contig_49161
"
GO:0006545,"vpl_contig_62929
"
GO:0006546,"vpl_contig_13588
"
GO:0006546,"vpl_contig_486
"
GO:0006546,"vpl_contig_6418
"
GO:0006546,"vpl_contig_6479
"
GO:0006552,"vpl_contig_94972
"
GO:0006559,"vpl_contig_5709
"
GO:0006561,"vpl_contig_25360
"
GO:0006567,"vpl_contig_81185
"
GO:0006574,"vpl_contig_31685
"
GO:0006598,"vpl_contig_52085
"
GO:0006605,"vpl_contig_1307
"
GO:0006605,"vpl_contig_13645
"
GO:0006606,"vpl_contig_13012
"
GO:0006606,"vpl_contig_16872
"
GO:0006606,"vpl_contig_2941
"
GO:0006606,"vpl_contig_48489
"
GO:0006606,"vpl_contig_57770
"
GO:0006612,"vpl_contig_13468
"
GO:0006612,"vpl_contig_23400
"
GO:0006612,"vpl_contig_5533
"
GO:0006612,"vpl_contig_56355
"
GO:0006612,"vpl_contig_58207
"
GO:0006612,"vpl_contig_6418
"
GO:0006612,"vpl_contig_6479
"
GO:0006614,"vpl_contig_52834
"
GO:0006614,"vpl_contig_80271
"
GO:0006623,"vpl_contig_23875
"
GO:0006623,"vpl_contig_26684
"
GO:0006623,"vpl_contig_29559
"
GO:0006623,"vpl_contig_4652
"
GO:0006623,"vpl_contig_48406
"
GO:0006623,"vpl_contig_48415
"
GO:0006623,"vpl_contig_52414
"
GO:0006626,"vpl_contig_21129
"
GO:0006629,"vpl_contig_103533
"
GO:0006629,"vpl_contig_26246
"
GO:0006629,"vpl_contig_44550
"
GO:0006629,"vpl_contig_65822
"
GO:0006629,"vpl_contig_67453
"
GO:0006633,"vpl_contig_40680
"
GO:0006633,"vpl_contig_40861
"
GO:0006635,"vpl_contig_10894
"
GO:0006635,"vpl_contig_12241
"
GO:0006635,"vpl_contig_18425
"
GO:0006635,"vpl_contig_23875
"
GO:0006635,"vpl_contig_25161
"
GO:0006635,"vpl_contig_40658
"
GO:0006635,"vpl_contig_4652
"
GO:0006636,"vpl_contig_486
"
GO:0006636,"vpl_contig_6418
"
GO:0006636,"vpl_contig_6479
"
GO:0006644,"vpl_contig_12237
"
GO:0006655,"vpl_contig_47819
"
GO:0006657,"vpl_contig_12938
"
GO:0006661,"vpl_contig_32629
"
GO:0006665,"vpl_contig_36895
"
GO:0006694,"vpl_contig_44202
"
GO:0006733,"vpl_contig_13588
"
GO:0006733,"vpl_contig_486
"
GO:0006733,"vpl_contig_6418
"
GO:0006733,"vpl_contig_6479
"
GO:0006741,"vpl_contig_63557
"
GO:0006744,"vpl_contig_7784
"
GO:0006749,"vpl_contig_6185
"
GO:0006766,"vpl_contig_13588
"
GO:0006766,"vpl_contig_486
"
GO:0006766,"vpl_contig_6418
"
GO:0006766,"vpl_contig_6479
"
GO:0006810,"vpl_contig_105152
"
GO:0006810,"vpl_contig_20368
"
GO:0006810,"vpl_contig_23409
"
GO:0006810,"vpl_contig_25644
"
GO:0006810,"vpl_contig_31912
"
GO:0006810,"vpl_contig_35710
"
GO:0006810,"vpl_contig_37770
"
GO:0006810,"vpl_contig_41309
"
GO:0006810,"vpl_contig_41364
"
GO:0006810,"vpl_contig_42870
"
GO:0006810,"vpl_contig_45544
"
GO:0006810,"vpl_contig_49647
"
GO:0006810,"vpl_contig_50074
"
GO:0006810,"vpl_contig_50075
"
GO:0006810,"vpl_contig_51876
"
GO:0006810,"vpl_contig_56849
"
GO:0006810,"vpl_contig_57737
"
GO:0006810,"vpl_contig_60390
"
GO:0006810,"vpl_contig_61321
"
GO:0006810,"vpl_contig_6279
"
GO:0006810,"vpl_contig_6609
"
GO:0006810,"vpl_contig_73617
"
GO:0006810,"vpl_contig_74726
"
GO:0006810,"vpl_contig_85648
"
GO:0006810,"vpl_contig_9311
"
GO:0006811,"vpl_contig_105152
"
GO:0006811,"vpl_contig_35710
"
GO:0006811,"vpl_contig_45544
"
GO:0006811,"vpl_contig_49647
"
GO:0006811,"vpl_contig_56849
"
GO:0006811,"vpl_contig_60390
"
GO:0006811,"vpl_contig_6279
"
GO:0006811,"vpl_contig_6609
"
GO:0006811,"vpl_contig_9311
"
GO:0006812,"vpl_contig_88006
"
GO:0006813,"vpl_contig_6279
"
GO:0006817,"vpl_contig_1241
"
GO:0006826,"vpl_contig_52085
"
GO:0006833,"vpl_contig_23875
"
GO:0006833,"vpl_contig_4652
"
GO:0006833,"vpl_contig_7474
"
GO:0006839,"vpl_contig_20368
"
GO:0006839,"vpl_contig_23409
"
GO:0006855,"vpl_contig_38922
"
GO:0006855,"vpl_contig_4044
"
GO:0006855,"vpl_contig_45500
"
GO:0006855,"vpl_contig_45800
"
GO:0006855,"vpl_contig_47906
"
GO:0006855,"vpl_contig_47907
"
GO:0006855,"vpl_contig_49903
"
GO:0006857,"vpl_contig_12326
"
GO:0006869,"vpl_contig_10894
"
GO:0006873,"vpl_contig_14235
"
GO:0006886,"vpl_contig_119079
"
GO:0006886,"vpl_contig_22889
"
GO:0006886,"vpl_contig_3801
"
GO:0006886,"vpl_contig_57419
"
GO:0006886,"vpl_contig_8639
"
GO:0006886,"vpl_contig_9544
"
GO:0006888,"vpl_contig_14045
"
GO:0006888,"vpl_contig_26314
"
GO:0006888,"vpl_contig_3493
"
GO:0006888,"vpl_contig_41309
"
GO:0006890,"vpl_contig_25997
"
GO:0006890,"vpl_contig_30142
"
GO:0006890,"vpl_contig_42870
"
GO:0006890,"vpl_contig_46550
"
GO:0006890,"vpl_contig_46551
"
GO:0006891,"vpl_contig_10894
"
GO:0006897,"vpl_contig_41628
"
GO:0006897,"vpl_contig_73022
"
GO:0006898,"vpl_contig_23606
"
GO:0006898,"vpl_contig_35249
"
GO:0006898,"vpl_contig_82495
"
GO:0006913,"vpl_contig_37788
"
GO:0006914,"vpl_contig_62561
"
GO:0006915,"vpl_contig_10960
"
GO:0006952,"vpl_contig_116106
"
GO:0006952,"vpl_contig_118367
"
GO:0006952,"vpl_contig_16130
"
GO:0006952,"vpl_contig_17099
"
GO:0006952,"vpl_contig_2339
"
GO:0006952,"vpl_contig_31958
"
GO:0006952,"vpl_contig_32854
"
GO:0006952,"vpl_contig_51799
"
GO:0006952,"vpl_contig_53981
"
GO:0006952,"vpl_contig_63265
"
GO:0006952,"vpl_contig_93441
"
GO:0006952,"vpl_contig_96276
"
GO:0006955,"vpl_contig_19334
"
GO:0006970,"vpl_contig_517
"
GO:0006970,"vpl_contig_75269
"
GO:0006972,"vpl_contig_23875
"
GO:0006972,"vpl_contig_4652
"
GO:0006979,"vpl_contig_10643
"
GO:0006979,"vpl_contig_10644
"
GO:0006979,"vpl_contig_12319
"
GO:0006979,"vpl_contig_19789
"
GO:0006979,"vpl_contig_23587
"
GO:0006979,"vpl_contig_25290
"
GO:0006984,"vpl_contig_31770
"
GO:0006987,"vpl_contig_62377
"
GO:0007010,"vpl_contig_67134
"
GO:0007020,"vpl_contig_30498
"
GO:0007020,"vpl_contig_32920
"
GO:0007030,"vpl_contig_23875
"
GO:0007030,"vpl_contig_25997
"
GO:0007030,"vpl_contig_4652
"
GO:0007032,"vpl_contig_26684
"
GO:0007033,"vpl_contig_25135
"
GO:0007033,"vpl_contig_26684
"
GO:0007034,"vpl_contig_2516
"
GO:0007059,"vpl_contig_19471
"
GO:0007059,"vpl_contig_45791
"
GO:0007059,"vpl_contig_49925
"
GO:0007062,"vpl_contig_19471
"
GO:0007062,"vpl_contig_32587
"
GO:0007062,"vpl_contig_43439
"
GO:0007094,"vpl_contig_26314
"
GO:0007126,"vpl_contig_32587
"
GO:0007129,"vpl_contig_19471
"
GO:0007129,"vpl_contig_49925
"
GO:0007131,"vpl_contig_19471
"
GO:0007131,"vpl_contig_29040
"
